True,872,1,5,13,1,16,62,14,43,86,76,28,67
False,1379,15,48,47,14,79,92,0,9,16,24,4,1
True,2898,12,74,9,1,4,53,10,30,47,37,18,48
True,3845,9,64,29,57,78,42,11,14,33,25,30,47
False,2166,1,48,30,35,1,15,2,22,24,9,8,32
True,2583,4,16,24,27,22,43,17,42,1,65,14,30
True,3610,3,12,10,26,15,35,15,44,16,1,27,6
False,2675,8,1,4,15,42,35,11,14,70,48,6,39
False,3609,12,15,44,1,4,79,2,47,6,48,27,30
False,2569,17,48,30,22,47,24,5,87,14,4,41,9
False,2115,16,18,24,0,7,2,13,14,20,4,47,53
False,2994,3,42,48,5,72,3,10,36,7,30,1,9
False,1116,3,93,82,25,89,14,1,48,13,22,1,20
True,2656,4,0,27,24,16,13,14,30,23,47,22,19
True,1939,8,7,62,4,42,3,13,35,30,15,82,16
True,2395,15,26,33,14,27,43,9,7,48,72,3,4
False,2364,10,33,22,65,24,0,2,1,4,25,47,30
True,2500,17,25,54,27,22,24,8,16,30,21,9,14
False,2146,11,14,46,48,30,1,16,7,89,29,3,65
True,1467,9,27,29,57,78,42,4,25,68,30,83,4
False,1392,12,13,1,12,0,8,0,9,67,3,49,4
True,2707,13,14,20,82,15,16,14,30,64,62,3,0
True,1665,16,47,24,0,7,65,15,42,57,14,78,13
False,1071,0,42,7,47,4,0,1,5,30,28,14,9
True,3003,5,65,16,2,24,25,11,14,15,4,30,8
False,2477,15,25,36,16,14,46,14,4,11,66,28,0
True,2112,0,90,1,6,0,32,5,89,83,24,35,42
False,2616,10,47,14,34,1,42,8,22,30,25,9,68
True,4081,3,37,38,25,30,1,17,90,27,21,14,89
True,1532,12,44,1,65,4,24,16,27,30,9,14,21
False,2656,9,16,45,4,14,9,2,24,62,25,1,30
False,2114,13,14,27,0,47,13,1,5,2,16,35,15
True,2657,3,33,18,48,72,14,12,47,36,30,7,25
True,4343,15,31,16,83,14,72,8,90,65,30,25,24
True,1301,4,48,13,68,22,17,11,14,46,42,2,47
False,2105,17,0,18,72,28,12,14,42,22,24,47,20
False,2419,5,37,22,4,11,0,3,93,82,25,94,14
True,2670,10,74,35,15,75,48,16,14,25,30,3,6
False,2458,17,42,7,4,28,71,11,24,6,25,30,8
False,2961,0,0,14,66,8,33,2,1,4,48,47,30
False,2373,12,24,2,14,19,75,14,30,64,47,1,0
True,3527,10,36,3,72,79,0,9,27,13,12,14,66
False,2830,13,83,38,29,9,37,4,42,30,0,71,79
False,2242,15,19,21,83,64,30,1,0,2,1,14,36
False,1051,4,48,13,75,46,3,1,0,21,16,1,49
False,4384,16,7,92,42,24,65,3,68,27,90,15,14
True,2652,9,7,25,37,8,42,5,72,83,24,11,12
False,1791,2,52,29,9,10,13,8,44,0,2,36,14
True,1863,17,42,1,21,28,0,15,48,76,22,27,92
True,2737,10,12,22,30,8,29,0,25,2,31,24,14
True,1949,11,14,16,62,30,47,13,7,1,25,48,54
True,1707,8,22,10,0,65,64,12,9,8,47,4,14
True,1954,4,24,62,47,7,42,16,1,13,66,35,33
False,2661,0,42,62,83,7,30,13,64,27,48,6,76
False,2656,17,48,23,70,28,0,9,7,82,4,14,9
False,3246,2,47,13,48,35,95,11,14,32,25,2,16
True,3020,3,34,82,25,13,1,14,68,14,30,16,48
True,2664,1,0,30,35,1,15,10,13,7,5,75,26
True,3038,8,7,0,4,66,3,3,93,1,48,94,60
False,2518,15,25,34,8,83,73,5,0,14,10,27,38
False,1858,13,14,19,24,25,30,2,53,96,48,27,21
False,4455,0,48,1,24,15,32,11,14,37,4,76,47
False,2059,16,64,6,0,1,65,14,30,22,47,24,29
False,2253,5,25,83,91,52,9,12,24,1,13,48,75
False,3612,3,12,27,25,15,18,11,24,9,48,47,1
False,1973,12,9,93,83,0,24,9,75,13,37,14,4
True,2394,8,22,30,2,0,68,16,27,47,44,1,37
True,1988,15,44,57,16,78,13,4,48,1,30,35,15
True,2406,1,90,33,1,24,15,17,4,27,70,83,30
True,1952,5,62,83,24,14,12,10,18,78,15,75,0
False,1274,4,66,2,52,3,62,2,1,4,9,10,30
False,2186,14,12,14,15,8,0,0,48,64,1,47,30
True,1515,9,27,45,12,14,42,1,48,24,30,22,40
True,1233,17,42,7,62,83,28,12,10,30,64,81,22
True,2169,15,25,26,14,27,30,13,52,35,24,5,62
False,3074,14,4,14,30,16,66,10,33,7,47,18,48
False,2447,4,44,16,2,7,25,3,34,27,0,13,1
True,1317,13,14,27,15,19,37,9,11,25,30,86,38
True,2401,0,0,3,10,15,4,8,1,2,9,47,24
True,2031,5,25,14,33,27,9,16,22,47,30,16,4
True,951,18,90,21,83,64,30,11,63,15,48,13,1
False,3616,17,25,8,14,78,77,10,47,7,32,79,42
False,2306,12,24,35,80,48,83,1,0,30,23,3,15
False,2025,16,83,36,48,3,72,2,47,6,38,27,37
False,1862,2,75,73,42,14,30,5,87,83,24,41,13
True,1639,0,9,62,13,1,16,4,48,93,64,14,92
True,2586,13,14,27,84,24,19,3,21,75,0,30,79
True,3394,8,24,30,4,0,10,14,37,52,5,16,20
False,328,19,43,20,43
False,468,20,33,19,33
False,600,19,12,20,12
False,383,21,74,19,74
True,1900,11,14,2,62,30,8,22,72,1,32,7,25
True,325,20,43,23,43
False,3150,22,0,67,80,63,66,11,24,62,42,34,1
False,331,20,74,23,74
False,517,24,43,19,43
True,717,19,33,24,33
True,712,24,12,19,12
False,1606,25,95,42,17,24,78,11,14,6,48,2,1
False,1937,25,15,65,25,16,41,11,14,46,48,30,47
True,421,20,12,26,12
True,524,27,12,23,12
False,1988,28,75,67,43,29,35,22,78,27,2,8,66
True,2772,22,97,78,4,1,66,28,24,14,37,47,19
True,2473,12,9,6,42,8,79,28,75,25,65,7,29
False,1696,28,75,87,46,9,47,12,80,90,65,27,7
True,2154,12,80,93,8,42,7,28,28,17,33,73,9
True,3927,28,7,73,21,9,47,12,24,13,3,12,83
False,1767,12,0,79,46,90,75,28,67,49,5,42,4
False,2425,29,7,0,65,74,47,28,75,29,46,9,1
True,2835,29,64,4,6,29,83,28,75,66,65,9,79
True,1662,28,28,15,4,9,47,29,53,0,65,24,22
True,2938,28,7,15,21,9,79,30,48,11,24,3,65
False,1796,30,29,64,0,1,65,28,75,30,4,79,9
True,2702,12,9,93,27,80,75,29,11,74,62,29,83
True,3302,29,75,62,6,12,79,12,24,21,3,31,7
True,3180,12,9,48,93,47,7,29,75,4,62,12,83
True,2021,29,66,82,8,45,14,12,50,69,98,60,16
False,1856,30,42,7,25,22,65,31,62,6,29,64,3
True,2272,28,75,87,43,29,35,32,83,0,24,14,78
False,3381,33,1,27,29,24,65,34,78,80,19,43,39
False,1353,35,67,22,21,29,90,36,86,42,12,7,6
True,2152,30,42,35,57,78,24,35,79,47,65,12,6
True,1954,32,67,65,29,22,71,34,74,66,9,4,99
True,1778,12,9,30,3,47,7,28,75,40,65,29,83
True,4573,33,47,79,81,37,24,31,13,77,29,78,16
True,2533,29,75,49,65,29,63,36,22,9,43,23,24
False,1279,34,22,9,13,65,75,12,24,93,50,47,7
True,1635,33,16,79,29,49,65,35,75,63,12,24,0
False,2149,31,43,24,31,8,22,32,77,35,29,65,27
True,1592,12,9,78,57,100,7,31,65,6,29,3,79
True,1240,29,75,0,65,74,83,28,28,77,13,4,31
False,2251,32,7,31,72,24,79,35,75,3,12,77,0
True,4821,30,42,75,6,53,46,36,79,4,13,22,24
True,1790,12,30,63,21,31,75,35,52,22,37,77,0
True,2121,28,75,87,43,29,35,34,3,31,24,52,47
True,2341,29,64,62,65,9,83,30,26,75,101,22,21
False,1912,33,75,63,0,13,21,36,22,20,4,8,24
True,1465,29,53,4,24,0,79,34,64,47,9,65,22
False,1679,36,79,31,30,27,52,32,75,13,91,92,78
False,2654,33,78,3,26,15,24,30,48,75,13,79,65
True,1718,31,13,77,29,64,3,28,78,17,57,31,1
True,1529,31,62,6,29,41,3,34,48,92,31,24,22
False,1918,32,23,31,4,49,22,30,29,75,24,35,65
True,1838,12,9,12,27,30,7,36,1,48,4,35,2
False,3207,35,67,22,4,6,81,28,16,77,62,99,42
True,1441,29,53,4,24,13,14,33,3,7,81,6,12
False,1846,35,8,22,43,24,26,34,3,19,65,0,75
False,1575,30,31,64,80,78,12,12,24,46,27,90,83
True,2029,28,28,6,62,48,4,36,78,81,33,67,77
True,1979,36,28,0,33,83,24,34,67,31,47,4,1
False,2396,31,65,77,4,64,7,29,75,2,52,29,83
False,2618,28,78,30,57,54,4,30,48,75,0,22,21
True,1879,33,3,8,9,5,24,32,13,75,37,65,52
False,2046,34,99,92,31,4,1,30,29,64,62,22,42
False,1640,32,22,102,65,31,23,29,53,0,21,24,79
False,2281,33,3,1,19,4,43,12,24,12,83,31,7
True,1879,31,62,6,42,11,3,35,99,78,12,57,29
False,1701,35,75,3,13,36,48,29,23,4,24,30,22
True,2921,12,6,8,65,42,3,32,30,79,32,31,75
False,1755,31,46,84,29,78,63,36,79,9,4,7,77
False,2045,33,47,63,9,4,24,28,28,77,65,29,99
False,1709,25,29,12,15,7,14,4,19,21,8,3,6
False,1088,4,48,62,64,70,73,25,9,65,81,103,67
False,3179,25,19,47,12,7,75,4,26,24,83,35,70
True,1473,4,65,6,75,3,0,25,17,9,46,74,8
True,3128,25,19,21,7,15,16,37,99,30,104,29,8
False,4206,25,19,32,20,79,8,37,35,12,29,7,40
False,3132,37,28,4,9,15,7,25,17,29,3,40,8
False,1651,38,75,90,65,72,1,37,11,12,29,7,15
True,1009,37,41,12,99,42,104,38,24,74,4,47,69
True,2516,4,65,17,75,35,43,25,26,68,15,24,8
False,2921,25,74,21,7,24,80,4,17,13,64,8,4
False,1971,39,65,24,75,20,67,37,41,30,15,29,3
True,1895,37,78,74,7,31,57,40,6,21,75,3,9
True,2082,25,19,42,8,7,104,38,75,0,6,24,90
True,2445,4,49,0,75,3,42,37,11,4,29,15,1
True,1648,38,24,98,4,47,69,39,1,29,22,0,32
True,590,41,102,55,6,65,9,42,8,35,26,24,43
True,1130,40,36,75,9,46,63,43,24,0,81,31,67
True,2991,25,19,21,15,7,8,44,78,2,24,31,55
False,3851,37,41,100,31,71,28,25,29,40,21,7,8
False,1397,42,24,35,74,55,65,44,64,13,0,62,28
False,2106,41,62,48,67,63,6,39,15,29,75,26,3
True,2886,38,75,0,31,24,90,43,65,25,30,63,7
True,2250,4,17,3,65,64,6,40,4,46,29,79,28
False,1361,41,3,75,46,29,17,43,80,98,0,47,1
False,1598,42,65,35,24,43,55,37,11,12,15,29,7
True,1837,39,29,75,46,26,3,44,4,24,80,32,83
False,1113,44,7,39,17,70,28,43,24,13,38,47,18
False,2007,40,15,67,42,63,48,38,75,0,62,24,28
False,2286,37,35,4,83,48,24,39,3,26,75,29,15
True,3637,25,29,65,1,75,72,4,12,8,0,24,15
False,1551,44,3,50,35,55,65,4,12,32,41,24,47
True,760,4,12,13,47,24,80,38,67,48,32,87,28
True,2124,37,7,6,24,47,29,43,43,21,19,8,67
True,1560,41,24,70,48,75,0,40,47,10,31,3,67
False,2259,42,67,20,75,48,46,25,19,5,8,24,15
True,1579,39,3,75,15,81,0,25,26,21,77,72,67
False,2249,41,21,7,29,3,36,38,75,0,32,24,69
True,2048,40,4,46,48,42,3,44,24,65,30,0,90
True,2241,4,26,65,8,35,21,42,27,100,29,0,24
True,1937,39,24,83,0,29,32,42,7,4,6,35,21
True,2030,38,1,9,4,6,67,44,42,46,47,8,7
True,1750,25,74,65,5,24,67,43,80,32,29,75,27
True,1920,37,41,4,22,29,24,40,17,65,3,7,47
False,1784,38,64,29,4,87,67,37,35,100,18,31,6
True,1008,40,36,46,3,29,75,25,31,13,65,8,67
True,1825,4,36,65,63,67,21,41,90,31,80,3,75
True,3516,42,63,46,75,17,13,43,65,98,42,47,3
True,1808,41,12,3,7,0,25,44,75,4,26,102,5
False,3219,25,26,47,33,7,75,38,64,90,4,6,67
False,4127,37,7,4,3,44,15,41,49,67,9,28,38
False,3590,39,48,65,72,75,63,4,31,47,32,41,24
True,2680,40,17,65,81,3,67,42,47,9,4,24,36
False,1648,38,24,12,0,17,83,42,47,20,90,7,65
False,3486,39,28,75,43,29,17,43,24,26,48,0,22
True,1476,4,48,34,47,24,17,43,71,13,29,41,3
False,2125,44,90,70,50,17,41,37,83,32,24,42,7
True,2297,40,36,48,63,46,75,39,47,67,24,65,31
False,7006,41,21,90,16,7,15,25,19,12,75,80,67
False,2080,22,73,52,70,3,9,16,22,72,31,67,57
True,2185,16,8,17,9,67,4,22,13,22,49,41,29
True,2472,22,13,3,25,8,9,16,47,40,48,67,33
True,1600,16,7,25,9,63,31,22,47,75,32,52,80
True,3213,22,48,3,72,52,9,45,22,75,34,80,30
False,3081,45,22,75,30,29,15,22,97,52,80,3,9
True,2856,45,63,7,0,42,15,46,37,22,24,75,13
True,3194,46,32,22,0,75,24,45,23,64,65,29,47
True,2971,45,75,52,13,48,72,46,49,11,42,28,8
False,3854,22,34,63,101,75,48,16,11,24,9,28,37
True,1676,16,47,6,31,7,30,22,62,75,90,3,9
True,3170,46,30,22,24,75,13,47,29,82,34,11,1
True,2644,46,15,67,0,75,13,45,22,1,65,90,40
True,2987,45,22,67,34,29,89,47,66,24,33,64,8
True,2678,48,51,7,24,81,44,16,90,77,26,35,2
True,2815,49,28,44,34,67,65,47,42,24,33,100,1
True,1408,50,75,52,21,90,82,45,99,1,42,44,72
False,2164,51,55,29,43,16,14,52,24,81,80,22,99
False,2762,46,37,22,65,52,80,22,34,3,32,75,9
False,3313,48,49,70,27,90,22,52,79,102,72,75,3
False,1435,49,67,48,15,8,21,22,34,75,32,3,42
True,1363,47,29,24,13,8,1,51,76,52,12,31,67
True,2392,46,32,3,4,75,13,50,16,67,43,90,24
True,1589,49,67,48,25,8,21,50,22,75,4,42,0
False,1328,51,37,8,65,26,67,22,97,75,70,52,9
True,2048,45,22,27,65,90,15,16,75,82,42,64,4
True,1856,48,32,81,10,64,9,47,12,62,13,74,8
False,1769,48,15,8,12,29,22,22,42,75,32,3,2
False,3823,51,13,22,0,9,90,50,3,41,100,31,47
False,2038,46,0,8,29,22,6,45,75,3,21,42,47
True,1859,16,22,72,80,67,37,52,8,26,24,7,12
True,1160,11,101,43,22,12,47,18,42,32,67,64,87
False,1648,52,8,100,96,22,67,47,31,24,33,11,1
True,2822,48,65,24,90,47,22,50,8,7,21,42,30
False,1836,46,65,16,48,24,47,16,22,15,0,67,4
True,2741,49,67,48,15,8,4,45,7,75,42,24,2
True,1199,45,22,75,65,90,15,51,13,70,29,103,8
False,2422,52,11,34,15,7,0,22,24,3,72,75,48
True,1741,46,15,78,42,8,90,49,7,0,65,3,25
False,3647,47,26,6,65,35,8,16,78,0,31,24,60
True,2490,45,22,75,65,80,6,48,37,7,17,1,42
False,2009,51,62,28,0,33,11,46,65,8,66,1,47
False,2239,52,47,70,24,67,39,50,8,41,46,31,30
True,1639,22,48,52,101,75,2,47,29,6,10,8,7
True,2131,16,22,0,6,67,33,49,47,9,37,79,13
True,3610,46,43,22,29,75,6,48,15,3,4,7,44
False,2185,50,1,78,4,31,15,47,12,62,65,64,79
False,1908,52,78,90,57,35,12,45,79,27,29,47,6
True,4053,51,6,7,3,42,0,49,11,19,13,16,2
True,1194,16,11,9,39,3,65,22,24,79,72,52,44
False,2038,45,3,0,13,12,2,47,42,6,33,100,1
True,2811,46,0,7,90,6,3,52,8,21,47,52,31
True,2563,50,16,7,0,42,25,22,24,83,54,52,2
False,2700,46,72,47,7,31,24,47,29,80,33,8,1
False,2055,48,49,75,99,4,17,49,41,0,13,8,65
False,2616,51,87,47,65,13,23,16,75,0,30,67,21
False,3342,45,28,75,4,90,2,22,20,52,72,1,42
False,2211,49,75,72,26,18,4,52,47,34,15,7,0
True,1226,48,15,4,78,44,1,51,23,22,65,29,8
False,2323,50,8,78,4,90,77,16,3,72,48,79,65
True,2880,11,6,43,67,47,31,18,90,4,22,99,49
True,1684,18,31,24,22,67,62,11,76,21,27,42,79
True,905,11,76,15,90,42,3,18,44,70,22,79,49
True,1759,18,48,21,79,64,24,11,62,65,8,42,22
True,1646,11,21,24,22,12,47,53,8,79,90,31,15
False,3706,53,22,79,90,9,57,11,21,24,83,31,47
True,2498,53,99,1,42,9,104,54,6,13,12,22,75
False,3673,53,64,83,44,4,24,54,6,12,26,8,75
False,1453,54,0,32,29,48,22,53,64,79,90,4,57
False,2305,11,13,57,78,12,3,18,29,22,4,99,0
True,2063,18,29,78,12,64,15,11,24,32,99,81,47
False,2055,55,47,31,24,70,83,54,49,32,48,75,22
False,1520,54,80,4,90,24,22,53,64,79,19,9,57
False,3029,55,22,29,13,24,41,53,78,79,90,31,76
True,3514,54,101,43,24,8,7,11,68,31,33,22,75
True,2934,55,79,19,24,32,64,56,51,20,65,68,22
True,2671,57,24,31,72,22,4,53,79,28,48,32,6
True,2919,55,75,90,47,37,63,58,78,31,54,99,57
True,2981,11,21,15,22,90,75,59,83,30,24,7,70
True,2054,54,80,32,13,22,8,18,29,95,78,83,24
False,2231,57,8,24,48,7,65,11,68,15,99,31,22
True,1221,60,47,72,99,24,68,54,49,1,12,32,75
False,3189,56,44,17,72,26,22,59,11,29,24,83,4
True,1405,18,24,70,22,67,0,58,8,31,71,7,4
True,1250,18,19,24,8,83,62,56,22,32,76,29,79
True,1071,59,75,13,32,48,12,61,8,65,1,29,10
True,2029,60,47,26,24,99,68,57,78,90,57,75,12
False,2288,54,77,90,75,4,1,53,3,79,0,31,32
False,3212,57,18,17,42,7,68,61,8,1,70,29,30
True,2646,59,75,81,22,24,68,58,79,43,50,4,5
False,1072,55,1,9,62,0,64,18,42,4,22,67,72
False,3097,60,22,43,79,31,57,56,1,24,21,29,47
True,2830,58,8,4,49,99,48,60,75,2,63,31,89
True,2730,55,47,90,24,32,41,53,64,79,48,80,43
False,1856,61,1,65,98,12,8,11,24,43,99,31,47
True,1908,18,48,70,22,67,49,57,1,0,42,5,21
False,2893,60,22,4,64,24,6,55,75,9,54,15,63
True,1718,54,68,43,12,1,75,61,60,70,51,29,67
False,1580,56,22,29,21,65,69,11,24,43,47,31,99
False,2551,18,19,78,24,99,92,53,64,79,48,9,43
False,2638,54,101,2,29,79,3,57,75,48,24,63,65
True,2442,18,44,22,24,79,43,11,34,15,48,42,35
True,900,56,1,15,21,29,64,61,52,72,65,24,4
False,1987,58,8,19,24,22,46,53,64,79,90,31,43
True,2169,18,4,22,21,64,24,60,8,33,50,35,49
False,2179,55,75,44,98,2,63,11,24,15,99,31,47
False,1919,56,22,24,63,26,70,53,64,75,19,76,43
False,1931,54,93,62,64,1,9,59,75,31,49,69,70
False,1959,58,75,65,90,22,72,11,24,43,99,31,47
True,2463,55,75,31,24,43,63,61,22,65,47,6,67
False,2325,56,3,17,43,29,75,57,24,48,0,22,21
False,3536,53,75,63,31,76,15,60,8,33,9,41,6
True,2017,58,8,19,24,79,32,61,78,12,75,17,77
False,2035,56,8,6,57,31,53,54,49,12,29,22,24
True,1667,57,75,90,71,1,21,59,5,31,78,57,24
False,1937,53,103,3,19,24,72,11,68,15,63,31,75
True,2366,54,49,4,22,24,90,58,41,31,101,8,21
False,630,61,11,36,67,9,45,18,42,78,24,99,43
False,1414,60,8,32,7,19,15,11,24,43,63,31,75
True,2514,55,22,26,24,62,64,59,11,29,28,49,65
False,1672,61,7,12,75,90,47,53,22,1,19,24,70
False,2018,55,52,29,47,37,3,57,75,90,24,63,13
False,1289,59,3,42,7,17,73,18,48,8,4,83,49
True,2467,58,99,65,72,22,19,56,11,32,24,26,18
False,1797,61,60,70,2,81,75,60,1,100,64,31,47
True,1437,58,75,26,24,18,32,57,8,15,29,103,12
False,1586,59,75,31,35,15,29,53,7,1,19,34,24
